t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1775392230,0,0.0,0.0,0.0,0.0,events/second
1775392260,0,0.0,0.0,0.0,0.0,events/second
1775392290,0,0.0,0.0,0.0,0.0,events/second
1775392320,0,0.0,0.0,0.0,0.0,events/second
1775392350,0,0.0,0.0,0.0,0.0,events/second
1775392380,0,0.0,0.0,0.0,0.0,events/second
1775392410,0,0.0,0.0,0.0,0.0,events/second
1775392440,0,0.0,0.0,0.0,0.0,events/second
1775392470,0,0.0,0.0,0.0,0.0,events/second
1775392500,0,0.0,0.0,0.0,0.0,events/second
1775392530,0,0.0,0.0,0.0,0.0,events/second
1775392561,0,0.0,0.0,0.0,0.0,events/second
1775392591,0,0.0,0.0,0.0,0.0,events/second
1775392621,0,0.0,0.0,0.0,0.0,events/second
1775392651,0,0.0,0.0,0.0,0.0,events/second
1775392681,0,0.0,0.0,0.0,0.0,events/second
1775392711,0,0.0,0.0,0.0,0.0,events/second
1775392741,0,0.0,0.0,0.0,0.0,events/second
1775392771,0,0.0,0.0,0.0,0.0,events/second
1775392801,0,0.0,0.0,0.0,0.0,events/second
1775392831,0,0.0,0.0,0.0,0.0,events/second
1775392861,0,0.0,0.0,0.0,0.0,events/second
1775392891,0,0.0,0.0,0.0,0.0,events/second
1775392921,0,0.0,0.0,0.0,0.0,events/second
1775392951,0,0.0,0.0,0.0,0.0,events/second
1775392981,0,0.0,0.0,0.0,0.0,events/second
1775393011,0,0.0,0.0,0.0,0.0,events/second
1775393041,0,0.0,0.0,0.0,0.0,events/second
1775393071,0,0.0,0.0,0.0,0.0,events/second
1775393101,0,0.0,0.0,0.0,0.0,events/second
1775393131,0,0.0,0.0,0.0,0.0,events/second
1775393161,0,0.0,0.0,0.0,0.0,events/second
1775393191,0,0.0,0.0,0.0,0.0,events/second
1775393221,0,0.0,0.0,0.0,0.0,events/second
1775393251,0,0.0,0.0,0.0,0.0,events/second
1775393281,0,0.0,0.0,0.0,0.0,events/second
1775393311,0,0.0,0.0,0.0,0.0,events/second
1775393341,0,0.0,0.0,0.0,0.0,events/second
1775393371,0,0.0,0.0,0.0,0.0,events/second
1775393401,0,0.0,0.0,0.0,0.0,events/second
1775393431,0,0.0,0.0,0.0,0.0,events/second
1775393461,0,0.0,0.0,0.0,0.0,events/second
1775393491,0,0.0,0.0,0.0,0.0,events/second
1775393521,0,0.0,0.0,0.0,0.0,events/second
1775393552,0,0.0,0.0,0.0,0.0,events/second
1775393582,0,0.0,0.0,0.0,0.0,events/second
1775393612,0,0.0,0.0,0.0,0.0,events/second
1775393642,0,0.0,0.0,0.0,0.0,events/second
1775393672,0,0.0,0.0,0.0,0.0,events/second
1775393702,0,0.0,0.0,0.0,0.0,events/second
1775393732,0,0.0,0.0,0.0,0.0,events/second
1775393762,0,0.0,0.0,0.0,0.0,events/second
1775393792,0,0.0,0.0,0.0,0.0,events/second
1775393822,0,0.0,0.0,0.0,0.0,events/second
1775393852,0,0.0,0.0,0.0,0.0,events/second
1775393882,0,0.0,0.0,0.0,0.0,events/second
1775393912,0,0.0,0.0,0.0,0.0,events/second
1775393942,0,0.0,0.0,0.0,0.0,events/second
1775393972,0,0.0,0.0,0.0,0.0,events/second
1775394002,0,0.0,0.0,0.0,0.0,events/second
1775394032,0,0.0,0.0,0.0,0.0,events/second
1775394062,0,0.0,0.0,0.0,0.0,events/second
1775394092,0,0.0,0.0,0.0,0.0,events/second
1775394122,0,0.0,0.0,0.0,0.0,events/second
1775394152,0,0.0,0.0,0.0,0.0,events/second
1775394182,0,0.0,0.0,0.0,0.0,events/second
1775394212,0,0.0,0.0,0.0,0.0,events/second
1775394242,0,0.0,0.0,0.0,0.0,events/second
1775394272,0,0.0,0.0,0.0,0.0,events/second
1775394302,0,0.0,0.0,0.0,0.0,events/second
1775394332,0,0.0,0.0,0.0,0.0,events/second
1775394362,0,0.0,0.0,0.0,0.0,events/second
1775394392,0,0.0,0.0,0.0,0.0,events/second
1775394422,0,0.0,0.0,0.0,0.0,events/second
1775394452,0,0.0,0.0,0.0,0.0,events/second
1775394482,26,0.011476451217860038,0.0,0.0,0.0,events/second
1775394512,26,0.011326373641846238,0.0,0.0,0.0,events/second
1775394542,26,0.011180116175147423,0.0,0.0,0.0,events/second
1775394572,26,0.011037677093054405,0.0,0.0,0.0,events/second
1775394602,26,0.010898820289638506,0.0,0.0,0.0,events/second
1775394632,26,0.010763335744506,0.0,0.0,0.0,events/second
1775394662,26,0.010631256898340208,0.0,0.0,0.0,events/second
1775394692,26,0.0105021815301327,0.0,0.0,0.0,events/second
1775394722,26,0.010376346604493427,0.0,0.0,0.0,events/second
1775394752,26,0.010253550759926624,0.0,0.0,0.0,events/second
1775394782,26,0.01013358479317838,0.0,0.0,0.0,events/second
1775394812,26,0.010016404680355768,0.0,0.0,0.0,events/second
1775394842,26,0.009901894121581349,0.0,0.0,0.0,events/second
